tenure_months,tenure_segmentation,location,device_class,games_product,music_product,education_product,video_product,any_digital_product,all_digital_product,total_digital_product_used,call_center,use_myapp,total_product_utilisation,payment_method,monthly_purchase_thou_idr_,cltv_predicted_thou_idr_,total_spending,net_cltv_total_spending
33,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,121.94,6604.0,4024.0,2580.0
45,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,26.52,7016.0,1193.0,5824.0
7,medium,Jakarta,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Credit,123.1,4668.0,862.0,3806.0
6,medium,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Credit,39.66,6068.0,237.9,5828.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,100.1,4066.0,300.2,3766.0
11,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,26.12,5850.0,287.5,5564.0
1,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,97.9,2828.0,97.9,2730.0
40,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Credit,129.0,6628.0,5160.0,1469.0
47,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,Yes,2,Digital Wallet,111.1,4740.0,5224.0,-485.5
7,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.06,7270.0,182.5,7092.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.5,5508.0,91.5,5416.0
7,medium,Bandung,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,64.7,7348.0,452.8,6892.0
15,high,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Credit,97.9,5884.0,1468.0,4416.0
11,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.2,2756.0,1344.0,1412.0
67,high,Bandung,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Debit,153.9,8132.0,10310.0,-2176.0
8,medium,Bandung,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,39.6,5910.0,316.8,5596.0
44,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,124.94,7290.0,5496.0,1791.0
24,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.5,2736.0,3252.0,-517.5
15,high,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,104.25,6444.0,1564.0,4880.0
17,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.5,3074.0,2302.0,771.5
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.56,7596.0,90.56,7508.0
9,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,105.06,5056.0,945.5,4110.0
7,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,104.4,5132.0,730.5,4404.0
36,high,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,109.3,3884.0,3936.0,-52.78
3,low,Bandung,Mid End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,90.1,4576.0,270.5,4304.0
34,high,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Digital Wallet,103.5,5176.0,3518.0,1656.0
1,low,Bandung,Mid End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,47.38,6892.0,47.38,6850.0
22,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,116.25,7068.0,2556.0,4510.0
47,high,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,104.44,7690.0,4908.0,2780.0
24,high,Bandung,Mid End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,52.84,4996.0,1268.0,3728.0
53,high,Bandung,Mid End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,78.56,7344.0,4164.0,3180.0
8,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.4,3452.0,883.0,2570.0
2,low,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,95.6,7540.0,191.2,7348.0
8,medium,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,26.19,6220.0,209.5,6012.0
48,high,Bandung,Mid End,No,Yes,Yes,No,1,0,2,No,No,2,Digital Wallet,45.12,7790.0,2166.0,5628.0
43,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,139.9,5748.0,6012.0,-262.2
16,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,128.4,4410.0,2054.0,2356.0
8,medium,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,131.5,3576.0,1052.0,2524.0
20,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,115.3,5348.0,2306.0,3044.0
2,low,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.7,6724.0,207.4,6516.0
27,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,122.94,5804.0,3318.0,2484.0
5,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,89.75,4380.0,448.8,3930.0
52,high,Bandung,High End,No,No,Yes,No,1,0,1,Yes,Yes,3,Debit,125.1,6176.0,6508.0,-330.2
37,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.4,5750.0,4864.0,888.5
69,high,Bandung,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Debit,136.1,8260.0,9390.0,-1137.0
40,high,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Digital Wallet,71.8,3652.0,2872.0,780.0
6,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,117.1,7350.0,703.0,6652.0
11,medium,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,69.9,4428.0,768.5,3660.0
6,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.06,7540.0,696.5,6844.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,123.75,5428.0,371.2,5056.0
5,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,59.4,4628.0,297.0,4332.0
8,medium,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,96.9,4788.0,775.0,4014.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.56,2754.0,103.56,2652.0
28,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Credit,131.8,6492.0,3688.0,2804.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,104.06,3826.0,104.06,3722.0
29,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,115.94,6880.0,3362.0,3516.0
19,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,108.75,4456.0,2066.0,2388.0
6,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,25.34,7252.0,152.1,7100.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Digital Wallet,66.6,2834.0,66.6,2768.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.28,3948.0,59.28,3888.0
6,medium,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Debit,64.56,5524.0,387.2,5136.0
15,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,26.0,6070.0,390.0,5684.0
25,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Debit,44.2,6532.0,1105.0,5428.0
10,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,No,4,Digital Wallet,120.25,3140.0,1202.0,1937.0
13,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,114.9,4864.0,1493.0,3368.0
49,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Debit,140.4,7520.0,6876.0,644.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,96.8,5580.0,96.8,5480.0
37,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,84.2,7220.0,3114.0,4104.0
26,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,116.75,4490.0,3036.0,1452.0
12,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Digital Wallet,124.1,4600.0,1490.0,3110.0
10,medium,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,38.53,7412.0,385.5,7028.0
5,medium,Jakarta,High End,Yes,No,Yes,No,1,0,2,No,No,2,Pulsa,109.9,6684.0,549.0,6136.0
18,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,117.94,3810.0,2122.0,1688.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.4,6716.0,274.2,6440.0
54,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Debit,135.1,7950.0,7296.0,655.0
10,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.2,7252.0,972.0,6280.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,66.06,5896.0,66.06,5828.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,104.3,6572.0,208.6,6364.0
32,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,102.56,7732.0,3282.0,4452.0
36,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.2,6852.0,3966.0,2888.0
53,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Debit,111.06,6180.0,5890.0,291.5
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.88,7070.0,25.88,7050.0
12,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.2,3664.0,1551.0,2114.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.75,5280.0,91.75,5190.0
5,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,105.3,4830.0,526.5,4308.0
6,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,110.3,4450.0,662.0,3784.0
26,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,115.9,5296.0,3014.0,2282.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.25,6990.0,32.25,6956.0
64,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Credit,137.4,6332.0,8790.0,-2460.0
13,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,105.1,7750.0,1366.0,6388.0
9,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.3,6464.0,1047.0,5416.0
10,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Credit,93.8,3194.0,938.0,2256.0
2,low,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,99.3,3906.0,198.6,3708.0
20,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,80.06,5024.0,1602.0,3424.0
9,medium,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,103.9,6172.0,935.0,5236.0
32,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Credit,125.0,2920.0,4000.0,-1080.0
70,high,Jakarta,Mid End,Yes,No,Yes,No,1,0,2,Yes,No,3,Credit,84.9,7268.0,5944.0,1326.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.55,7430.0,25.55,7410.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,110.06,5540.0,110.06,5428.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.44,7732.0,90.44,7640.0
13,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,40.38,6670.0,524.5,6144.0
7,medium,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Digital Wallet,66.3,4856.0,464.0,4390.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Debit,57.66,5980.0,57.66,5920.0
7,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.6,4042.0,725.5,3316.0
54,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Credit,71.5,6868.0,3860.0,3006.0
5,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Digital Wallet,110.3,4296.0,551.5,3744.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,95.75,7076.0,95.75,6980.0
33,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Digital Wallet,96.06,6988.0,3170.0,3816.0
55,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,101.06,5716.0,5560.0,158.2
6,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,109.6,7436.0,658.0,6780.0
8,medium,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,No,2,Pulsa,110.44,5770.0,883.5,4884.0
11,medium,Jakarta,High End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,96.0,4724.0,1056.0,3668.0
49,high,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Debit,67.3,6988.0,3300.0,3688.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.8,5892.0,59.8,5830.0
15,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.25,4708.0,1548.0,3160.0
16,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,93.3,4324.0,1493.0,2832.0
44,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Digital Wallet,114.94,3476.0,5056.0,-1580.0
5,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.8,6300.0,299.0,6000.0
4,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Credit,67.25,5024.0,269.0,4756.0
30,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,No,3,Pulsa,122.75,3630.0,3682.0,-52.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.2,4172.0,91.2,4080.0
9,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Credit,45.12,6956.0,406.0,6550.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,105.44,2698.0,105.44,2592.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.72,4936.0,26.72,4908.0
61,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,138.6,5436.0,8456.0,-3016.0
59,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,No,5,Pulsa,138.8,5860.0,8188.0,-2328.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.3,4668.0,348.8,4320.0
3,low,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Pulsa,127.25,5628.0,381.8,5250.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,72.44,6016.0,72.44,5944.0
13,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,103.75,6588.0,1349.0,5240.0
18,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,50.75,3382.0,914.0,2468.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,No,2,Digital Wallet,109.06,4504.0,327.2,4176.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.8,6572.0,90.8,6480.0
1,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,69.6,3024.0,69.6,2954.0
70,high,Jakarta,High End,Yes,Yes,Yes,No,1,0,3,Yes,No,4,Debit,122.06,8024.0,8540.0,-520.0
68,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Pulsa,147.1,5990.0,10000.0,-4010.0
26,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,110.44,5612.0,2872.0,2740.0
11,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,104.6,6656.0,1151.0,5504.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.1,5544.0,25.1,5520.0
1,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,64.56,6940.0,64.56,6876.0
46,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,Yes,No,2,Credit,70.6,3630.0,3250.0,380.8
4,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,115.0,3192.0,460.0,2732.0
22,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,No,2,Debit,117.6,6520.0,2588.0,3930.0
9,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,No,4,Digital Wallet,123.3,3920.0,1110.0,2812.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,90.94,4284.0,636.5,3648.0
1,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Credit,63.2,5468.0,63.2,5404.0
40,high,Jakarta,Mid End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Pulsa,72.56,5550.0,2902.0,2652.0
29,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,104.2,6744.0,3022.0,3724.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.1,7732.0,294.5,7436.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,26.27,7012.0,26.27,6984.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,97.2,5164.0,291.5,4870.0
23,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Digital Wallet,135.2,7750.0,3112.0,4640.0
13,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,No,3,Pulsa,125.6,2744.0,1633.0,1110.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.06,4540.0,26.06,4510.0
39,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,134.5,6256.0,5244.0,1009.5
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.88,6024.0,25.88,5996.0
14,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,60.25,6970.0,843.5,6124.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.94,2666.0,25.94,2640.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.5,2858.0,103.5,2756.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,98.7,4404.0,98.7,4308.0
1,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,99.06,7764.0,99.06,7664.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.03,7068.0,25.03,7044.0
42,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Pulsa,109.56,3268.0,4604.0,-1335.0
7,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.7,4856.0,719.0,4136.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.3,5372.0,91.3,5280.0
10,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,110.0,4316.0,1100.0,3216.0
17,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,31.33,6044.0,532.5,5508.0
1,low,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,Yes,No,3,Pulsa,78.0,5892.0,78.0,5812.0
8,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,112.5,5452.0,900.0,4550.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,27.11,4964.0,27.11,4936.0
39,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,66.0,5356.0,2574.0,2782.0
58,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,Yes,Yes,5,Credit,137.1,6588.0,7956.0,-1368.0
6,medium,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,No,2,Debit,110.7,7580.0,664.0,6916.0
22,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Pulsa,70.44,6630.0,1550.0,5084.0
70,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,142.4,5450.0,9970.0,-4516.0
21,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.8,4936.0,2850.0,2084.0
71,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Credit,136.6,7444.0,9704.0,-2258.0
1,low,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,98.44,6348.0,98.44,6252.0
20,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,118.06,3006.0,2360.0,645.0
4,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,127.3,3340.0,509.2,2832.0
32,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,Yes,Yes,5,Credit,140.6,3304.0,4500.0,-1196.0
6,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,104.6,2836.0,628.0,2208.0
27,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Debit,135.6,4476.0,3660.0,816.5
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.75,7450.0,92.75,7356.0
13,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,Yes,No,3,Pulsa,116.25,2894.0,1511.0,1383.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.78,4704.0,26.78,4676.0
19,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,129.9,4772.0,2468.0,2302.0
10,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Credit,105.3,3830.0,1053.0,2776.0
13,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.2,6630.0,1186.0,5444.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.2,7504.0,91.2,7412.0
68,high,Jakarta,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Credit,125.5,7744.0,8536.0,-791.0
39,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,Yes,No,4,Pulsa,124.2,3598.0,4844.0,-1247.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.56,6164.0,90.56,6070.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.06,3988.0,116.06,3872.0
36,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,Yes,3,Pulsa,113.8,3326.0,4096.0,-772.0
15,high,Jakarta,High End,Yes,No,Yes,No,1,0,2,Yes,Yes,4,Digital Wallet,125.2,3812.0,1878.0,1935.0
5,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.75,5340.0,554.0,4788.0
13,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,45.62,4036.0,593.0,3442.0
5,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,105.7,4964.0,528.5,4436.0
2,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.48,3696.0,50.97,3644.0
17,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,111.06,4772.0,1888.0,2882.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.3,5468.0,92.3,5376.0
9,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.56,6624.0,995.0,5628.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,57.72,5290.0,57.72,5228.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.4,6452.0,91.4,6360.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Debit,103.1,4540.0,103.1,4436.0
9,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,118.06,3352.0,1062.0,2290.0
20,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.56,6204.0,1832.0,4372.0
70,high,Bandung,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,58.8,7572.0,4116.0,3454.0
3,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.56,7116.0,295.5,6820.0
20,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Credit,92.7,4788.0,1854.0,2936.0
21,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,89.8,5010.0,1886.0,3122.0
17,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,114.75,5252.0,1950.0,3302.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Debit,91.0,3806.0,182.0,3624.0
21,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,126.56,5616.0,2658.0,2960.0
5,medium,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,33.66,2732.0,168.4,2564.0
24,high,Bandung,Mid End,Yes,No,No,No,1,0,1,No,No,1,Debit,72.4,5364.0,1736.0,3628.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.56,3144.0,90.56,3052.0
10,medium,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,130.8,5200.0,1308.0,3894.0
1,low,Bandung,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,111.8,6970.0,111.8,6856.0
53,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Credit,139.0,7216.0,7370.0,-153.9
